PLAYER_ID,PLAYER_NAME,league,season,role,POSITION,GP,MIN,PTS,AST,REB,STL,BLK,TOV,FGA,FTA,FG3A,USG_PCT
1641710,Anthony Black,NBA,2024-25,Guard,G,78,24.2,9.4,3.1,2.9,1.1,0.6,1.8,7.9,2.5,2.5,0.19
203076,Anthony Davis,NBA,2024-25,Big,F-C,51,33.4,24.7,3.5,11.6,1.2,2.2,2.2,17.8,7.2,2.4,0.301
1630162,Anthony Edwards,NBA,2024-25,Guard,G,79,36.3,27.6,4.5,5.7,1.2,0.6,3.2,20.4,6.3,10.3,0.307
1630264,Anthony Gill,NBA,2024-25,Wing,F,51,7.8,2.5,0.3,1.3,0.2,0.0,0.2,1.7,1.0,0.6,0.124
1641817,Anton Watson,NBA,2024-25,Wing,F,9,2.5,0.9,0.2,0.3,0.1,0.0,0.2,1.0,0.0,0.1,0.193
1641810,Antonio Reeves,NBA,2024-25,Guard,G,44,15.0,6.9,0.9,1.4,0.5,0.1,0.7,5.6,0.8,2.9,0.183
1630574,Ariel Hukporti,NBA,2024-25,Big,C,25,8.7,1.9,0.4,2.0,0.0,0.6,0.8,1.2,0.5,0.0,0.113
1642422,Armel Traore,NBA,2024-25,,,9,7.4,1.6,0.1,1.7,0.4,0.2,0.3,2.1,0.8,0.8,0.153
1641709,Ausar Thompson,NBA,2024-25,Wing,G-F,59,22.5,10.1,2.3,5.1,1.7,0.7,1.4,7.8,2.4,0.8,0.185
1630559,Austin Reaves,NBA,2024-25,Guard,G,73,34.9,20.2,5.8,4.5,1.1,0.3,2.4,14.2,5.0,7.3,0.23
1630245,Ayo Dosunmu,NBA,2024-25,Guard,G,46,30.3,12.3,4.5,3.5,0.9,0.4,1.5,9.8,1.7,4.1,0.163
1628389,Bam Adebayo,NBA,2024-25,Big,C-F,78,34.3,18.1,4.3,9.6,1.3,0.7,2.1,14.3,4.2,2.8,0.232
1631248,Baylor Scheierman,NBA,2024-25,Guard,G,31,12.4,3.6,1.1,2.1,0.5,0.1,0.4,3.5,0.4,2.6,0.143
1641767,Ben Sheppard,NBA,2024-25,Guard,G,63,19.5,5.3,1.3,2.8,0.6,0.2,0.3,4.6,0.4,3.2,0.108
1627732,Ben Simmons,NBA,2024-25,Wing,G-F,51,22.0,5.0,5.6,4.7,0.7,0.5,2.0,4.4,0.6,0.0,0.133
1631097,Bennedict Mathurin,NBA,2024-25,Wing,G-F,72,29.9,16.1,1.9,5.3,0.7,0.3,1.9,11.8,4.6,4.0,0.222
1641731,Bilal Coulibaly,NBA,2024-25,Guard,G,59,33.0,12.3,3.4,5.0,1.3,0.7,2.1,10.6,3.1,3.8,0.175
202687,Bismack Biyombo,NBA,2024-25,Big,C,28,18.8,5.1,1.1,5.6,0.6,0.8,1.0,4.1,0.9,0.0,0.124
