TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1611661321,2025,10,Amy Okonkwo,Amy,amy-okonkwo,0,F,6-2,,"AUG 26, 1996",29.0,R,Texas Christian,1629539,
1611661321,2025,10,Diamond Miller,Diamond,diamond-miller,1,F,6-3,178,"FEB 11, 2001",25.0,2,Maryland,1641649,
1611661321,2025,10,Myisha Hines-Allen,Myisha,myisha-hines-allen,2,F,6-1,200,"MAY 30, 1995",30.0,7,Louisville,1628899,
1611661321,2025,10,Paige Bueckers,Paige,paige-bueckers,5,G,6-0,,"OCT 20, 2001",24.0,R,Connecticut,1642784,
1611661321,2025,10,Ajae Petty,Ajae,ajae-petty,5,C,6-2,190,"SEP 04, 2002",23.0,R,Ohio State,1642828,
1611661321,2025,10,Grace Berger,Grace,grace-berger,9,G,5-11,163,"JUN 03, 1999",26.0,2,Indiana,1641658,
1611661321,2025,10,Aziaha James,Aziaha,aziaha-james,10,G,5-10,,"NOV 19, 2002",23.0,R,North Carolina State,1642793,
1611661321,2025,10,JJ Quinerly,JJ,jj-quinerly,11,G,5-8,,"OCT 24, 2002",23.0,R,West Virginia,1642808,
1611661321,2025,10,Luisa Geiselsöder,Luisa,luisa-geiselsöder,18,C,6-4,,"FEB 10, 2000",26.0,R,                                   ,1630143,
1611661321,2025,10,Maddy Siegrist,Maddy,maddy-siegrist,20,F,6-2,175,"MAY 22, 2000",25.0,2,Villanova,1641652,
1611661321,2025,10,Arike Ogunbowale,Arike,arike-ogunbowale,24,G,5-8,165,"MAR 02, 1997",29.0,6,Notre Dame,1629481,
1611661321,2025,10,Li Yueru,Li,li-yueru,28,C,6-7,,"MAR 28, 1999",27.0,2,                                   ,1629574,
1611661321,2025,10,Haley Jones,Haley,haley-jones,30,F-G,6-1,187,"MAY 23, 2001",24.0,2,Stanford,1641650,
1611661321,2025,10,Christyn Williams,Christyn,christyn-williams,31,G,5-11,174,"MAY 20, 2000",25.0,R,Connecticut,1631090,
1611661321,2025,10,Tyasha Harris,Tyasha,tyasha-harris,52,G,5-10,152,"MAY 01, 1998",27.0,5,South Carolina,1630112,
