TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612765,2024,00,Jalen Duren,Jalen,jalen-duren,0,C,6-10,250,"NOV 18, 2003",21.0,2,Memphis,1631105,Draft Rights Traded from NYK on 07/06/22
1610612765,2024,00,Ronald Holland II,Ronald,ronald-holland-ii,00,F,6-8,206,"JUL 07, 2005",19.0,R,NBA G League Ignite,1641842,#5 Pick in 2024 Draft
1610612765,2024,00,Cade Cunningham,Cade,cade-cunningham,2,G,6-6,220,"SEP 25, 2001",23.0,3,Oklahoma State,1630595,#1 Pick in 2021 Draft
1610612765,2024,00,Malik Beasley,Malik,malik-beasley,5,G,6-4,187,"NOV 26, 1996",28.0,8,Florida State,1627736,
1610612765,2024,00,Paul Reed,Paul,paul-reed,7,F,6-9,210,"JUN 14, 1999",26.0,4,DePaul,1630194,Awarded on Waivers on 07/09/24
1610612765,2024,00,Tim Hardaway Jr.,Tim,tim-hardaway-jr,8,G-F,6-5,205,"MAR 16, 1992",33.0,11,Michigan,203501,
1610612765,2024,00,Ausar Thompson,Ausar,ausar-thompson,9,G-F,6-6,205,"JAN 30, 2003",22.0,1,Overtime Elite,1641709,#5 Pick in 2023 Draft
1610612765,2024,00,Tobias Harris,Tobias,tobias-harris,12,F,6-8,226,"JUL 15, 1992",32.0,13,Tennessee,202699,Signed on 07/08/24
1610612765,2024,00,Ron Harper Jr.,Ron,ron-harper-jr,13,G-F,6-4,233,"APR 12, 2000",25.0,2,Rutgers,1631199,
1610612765,2024,00,Dennis Schröder,Dennis,dennis-schröder,17,G,6-1,175,"SEP 15, 1993",31.0,11,Braunschweig,203471,
1610612765,2024,00,Simone Fontecchio,Simone,simone-fontecchio,19,F,6-7,209,"DEC 09, 1995",29.0,2,Baskonia,1631323,
1610612765,2024,00,Jaden Ivey,Jaden,jaden-ivey,23,G,6-4,195,"FEB 13, 2002",23.0,2,Purdue,1631093,#5 Pick in 2022 Draft
1610612765,2024,00,Daniss Jenkins,Daniss,daniss-jenkins,24,G,6-3,165,"AUG 17, 2001",23.0,R,St. John's,1642450,Signed on 07/06/24
1610612765,2024,00,Marcus Sasser,Marcus,marcus-sasser,25,G,6-2,195,"SEP 21, 2000",24.0,1,Houston,1631204,Draft Rights Traded from BOS on 06/28/23
1610612765,2024,00,Isaiah Stewart,Isaiah,isaiah-stewart,28,F-C,6-8,250,"MAY 22, 2001",24.0,4,Washington,1630191,Draft Rights Traded from HOU on 11/24/20
1610612765,2024,00,Bobi Klintman,Bobi,bobi-klintman,34,F,6-9,225,"MAR 06, 2003",22.0,R,Wake Forest,1641752,Draft Rights Traded from MIN on 07/06/24
1610612765,2024,00,Tolu Smith,Tolu,tolu-smith,35,F,6-11,,"JUL 26, 2000",24.0,R,Mississippi State,1642449,Signed on 09/17/24
1610612765,2024,00,Lindy Waters III,Lindy,lindy-waters-iii,43,F,6-6,210,"JUL 28, 1997",27.0,3,Oklahoma State,1630322,
