TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1611661329,2025,10,Elizabeth Williams,Elizabeth,elizabeth-williams,1,C-F,6-3,200,"JUN 23, 1993",32.0,10,Duke,204322,
1611661329,2025,10,Hailey Van Lith,Hailey,hailey-van-lith,2,G,5-9,,"SEP 09, 2001",24.0,R,TCU,1642817,
1611661329,2025,10,Angel Reese,Angel,angel-reese,5,F,6-3,165,"MAY 06, 2002",23.0,1,Louisiana State,1642291,
1611661329,2025,10,Ariel Atkins,Ariel,ariel-atkins,7,G,5-10,167,"JUL 30, 1996",29.0,7,Texas-Austin,1628878,
1611661329,2025,10,Rebecca Allen,Rebecca,rebecca-allen,9,F-G,6-2,162,"NOV 06, 1992",33.0,9,Melbourne,204296,
1611661329,2025,10,Sevgi Uzun,Sevgi,sevgi-uzun,10,G,5-10,141,"NOV 25, 1997",28.0,1,,1642244,
1611661329,2025,10,Kamilla Cardoso,Kamilla,kamilla-cardoso,10,C,6-7,215,"APR 30, 2001",24.0,1,South Carolina,1642289,
1611661329,2025,10,Kia Nurse,Kia,kia-nurse,11,G,6-0,181,"FEB 22, 1996",30.0,6,Connecticut,1628915,
1611661329,2025,10,Michaela Onyenwere,Michaela,michaela-onyenwere,12,F,6-0,178,"AUG 10, 1999",26.0,4,UCLA,1630446,
1611661329,2025,10,Maddy Westbeld,Maddy,maddy-westbeld,21,F,6-3,,"FEB 10, 2002",24.0,R,Notre Dame,1642818,
1611661329,2025,10,Courtney Vandersloot,Courtney,courtney-vandersloot,22,G,5-8,137,"FEB 08, 1989",37.0,14,Gonzaga,202664,
1611661329,2025,10,Rachel Banham,Rachel,rachel-banham,24,G,5-10,181,"JUL 15, 1993",32.0,9,Minnesota,1627671,
