TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1611661313,2025,10,Stephanie Talbot,Stephanie,stephanie-talbot,6,F,6-2,192,"JUN 15, 1994",31.0,6,Adelaide,203855,
1611661313,2025,10,Rebekah Gardner,Rebekah,rebekah-gardner,7,G,6-1,130,"JUL 09, 1990",35.0,2,UCLA,203822,
1611661313,2025,10,Nyara Sabally,Nyara,nyara-sabally,8,C,6-5,204,"FEB 26, 2000",26.0,2,Oregon,1631055,
1611661313,2025,10,Natasha Cloud,Natasha,natasha-cloud,9,G,5-10,160,"FEB 22, 1992",34.0,9,St. Joseph's (PA),204333,
1611661313,2025,10,Leonie Fiebich,Leonie,leonie-fiebich,13,F,6-4,,"JAN 10, 2000",26.0,1,                                   ,1630142,
1611661313,2025,10,Sabrina Ionescu,Sabrina,sabrina-ionescu,20,G,5-11,165,"DEC 06, 1997",28.0,5,Oregon,1629477,
1611661313,2025,10,Isabelle Harrison,Isabelle,isabelle-harrison,21,F,6-3,183,"SEP 27, 1993",32.0,7,Tennessee,204330,
1611661313,2025,10,Kennedy Burke,Kennedy,kennedy-burke,22,G-F,6-1,182,"FEB 14, 1997",29.0,5,UCLA,1629568,
1611661313,2025,10,Marine Johannès,Marine,marine-johannès,23,G,5-10,134,"JAN 21, 1995",31.0,3,                                   ,1629546,
1611661313,2025,10,Breanna Stewart,Breanna,breanna-stewart,30,F,6-4,170,"AUG 27, 1994",31.0,8,Connecticut,1627668,
1611661313,2025,10,Emma Meesseman,Emma,emma-meesseman,33,F,6-4,191,"MAY 13, 1993",32.0,8,ESB Villeneuve-d'Ascq,203416,
1611661313,2025,10,Jonquel Jones,Jonquel,jonquel-jones,35,C,6-6,215,"JAN 05, 1994",32.0,8,George Washington,1627673,
