TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1611661330,2025,10,Naz Hillmon,Naz,naz-hillmon,00,F,6-2,190,"APR 05, 2000",26.0,3,Michigan,1631044,
1611661330,2025,10,Te-Hina Paopao,Te-Hina,te-hina-paopao,2,G,5-9,,"AUG 21, 2002",23.0,R,South Carolina,1642804,
1611661330,2025,10,Jordin Canada,Jordin,jordin-canada,3,G,5-6,135,"AUG 11, 1995",30.0,7,UCLA,1628886,
1611661330,2025,10,Taylor Thierry,Taylor,taylor-thierry,5,G-F,6-1,,"JAN 08, 2003",23.0,R,Ohio State,1642814,
1611661330,2025,10,Rhyne Howard,Rhyne,rhyne-howard,10,G,6-2,175,"APR 29, 2000",25.0,3,Kentucky,1631009,
1611661330,2025,10,Nia Coffey,Nia,nia-coffey,12,F,6-1,182,"JUN 11, 1995",30.0,8,Northwestern,1628269,
1611661330,2025,10,Allisha Gray,Allisha,allisha-gray,15,G,6-0,167,"JAN 12, 1995",31.0,8,South Carolina,1628277,
1611661330,2025,10,Sika Koné,Sika,sika-koné,23,F,6-3,180,"JUL 13, 2002",23.0,2,Spain,1631021,
1611661330,2025,10,Brionna Jones,Brionna,brionna-jones,24,F,6-3,215,"DEC 18, 1995",30.0,8,Maryland,1628280,
1611661330,2025,10,Shatori Walker-Kimbrough,Shatori,shatori-walker-kimbrough,32,G,5-9,140,"MAY 18, 1995",30.0,8,Maryland,1628278,
1611661330,2025,10,Maya Caldwell,Maya,maya-caldwell,33,G,5-11,160,"DEC 15, 1998",27.0,3,Georgia,1630471,
1611661330,2025,10,Brittney Griner,Brittney,brittney-griner,42,C,6-9,205,"OCT 18, 1990",35.0,11,Baylor,203398,
